,VARIABLE_NAME,CALCULATION,VALUE,STRVALUE,STATUSFLAGS,TIMESTAMP
35,RobotSimForPA/Global/R1_WeldingResistance,0,0.23381000000000002,,2228224,2025-08-11 14:20:36
36,RobotSimForPA/Global/R1_WeldingResistance,0,0.18502000000000002,,2228224,2025-08-11 14:20:37
37,RobotSimForPA/Global/R1_WeldingResistance,0,0.18502000000000002,,2228224,2025-08-11 14:20:38
38,RobotSimForPA/Global/R1_WeldingResistance,0,0.31072000000000005,,2228224,2025-08-11 14:20:39
39,RobotSimForPA/Global/R1_WeldingResistance,0,0.21744000000000002,,2228224,2025-08-11 14:20:40
40,RobotSimForPA/Global/R1_WeldingResistance,0,0.27334,,2228224,2025-08-11 14:20:41
41,RobotSimForPA/Global/R1_WeldingResistance,0,0.2406,,2228224,2025-08-11 14:20:42
42,RobotSimForPA/Global/R1_WeldingResistance,0,0.20785,,2228224,2025-08-11 14:20:43
43,RobotSimForPA/Global/R1_WeldingResistance,0,0.20785,,2228224,2025-08-11 14:20:44
44,RobotSimForPA/Global/R1_WeldingResistance,0,0.23762000000000003,,2228224,2025-08-11 14:20:45
45,RobotSimForPA/Global/R1_WeldingResistance,0,0.24142000000000002,,2228224,2025-08-11 14:20:46
46,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:47
47,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:48
48,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:49
49,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:50
50,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:51
51,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:52
52,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:53
53,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:54
54,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:55
55,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:56
56,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:57
57,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:58
58,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:20:59
59,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:00
60,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:01
61,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:02
62,RobotSimForPA/Global/R1_WeldingResistance,0,0.30725,,2228224,2025-08-11 14:21:03
63,RobotSimForPA/Global/R1_WeldingResistance,0,0.21529,,2228224,2025-08-11 14:21:04
64,RobotSimForPA/Global/R1_WeldingResistance,0,0.2525,,2228224,2025-08-11 14:21:05
65,RobotSimForPA/Global/R1_WeldingResistance,0,0.29435,,2228224,2025-08-11 14:21:06
66,RobotSimForPA/Global/R1_WeldingResistance,0,0.29435,,2228224,2025-08-11 14:21:07
67,RobotSimForPA/Global/R1_WeldingResistance,0,0.2659,,2228224,2025-08-11 14:21:08
68,RobotSimForPA/Global/R1_WeldingResistance,0,0.27368000000000003,,2228224,2025-08-11 14:21:09
69,RobotSimForPA/Global/R1_WeldingResistance,0,0.27285000000000004,,2228224,2025-08-11 14:21:10
70,RobotSimForPA/Global/R1_WeldingResistance,0,0.26077,,2228224,2025-08-11 14:21:11
71,RobotSimForPA/Global/R1_WeldingResistance,0,0.31271000000000004,,2228224,2025-08-11 14:21:12
72,RobotSimForPA/Global/R1_WeldingResistance,0,0.31271000000000004,,2228224,2025-08-11 14:21:13
73,RobotSimForPA/Global/R1_WeldingResistance,0,0.18056000000000003,,2228224,2025-08-11 14:21:14
74,RobotSimForPA/Global/R1_WeldingResistance,0,0.29005000000000003,,2228224,2025-08-11 14:21:15
75,RobotSimForPA/Global/R1_WeldingResistance,0,0.27649,,2228224,2025-08-11 14:21:16
76,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:17
77,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:18
78,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:19
79,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:20
80,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:21
81,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:22
82,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:23
83,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:24
84,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:25
85,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:26
86,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:27
87,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:28
88,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:29
89,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:30
90,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:31
91,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:32
92,RobotSimForPA/Global/R1_WeldingResistance,0,0.19494,,2228224,2025-08-11 14:21:33
93,RobotSimForPA/Global/R1_WeldingResistance,0,0.27037,,2228224,2025-08-11 14:21:34
94,RobotSimForPA/Global/R1_WeldingResistance,0,0.22455000000000003,,2228224,2025-08-11 14:21:35
95,RobotSimForPA/Global/R1_WeldingResistance,0,0.22455000000000003,,2228224,2025-08-11 14:21:36
96,RobotSimForPA/Global/R1_WeldingResistance,0,0.30874,,2228224,2025-08-11 14:21:37
97,RobotSimForPA/Global/R1_WeldingResistance,0,0.2358,,2228224,2025-08-11 14:21:38
98,RobotSimForPA/Global/R1_WeldingResistance,0,0.2315,,2228224,2025-08-11 14:21:39
99,RobotSimForPA/Global/R1_WeldingResistance,0,0.21595000000000003,,2228224,2025-08-11 14:21:40
100,RobotSimForPA/Global/R1_WeldingResistance,0,0.27599,,2228224,2025-08-11 14:21:41
101,RobotSimForPA/Global/R1_WeldingResistance,0,0.27599,,2228224,2025-08-11 14:21:42
102,RobotSimForPA/Global/R1_WeldingResistance,0,0.28393,,2228224,2025-08-11 14:21:43
103,RobotSimForPA/Global/R1_WeldingResistance,0,0.22852000000000003,,2228224,2025-08-11 14:21:44
104,RobotSimForPA/Global/R1_WeldingResistance,0,0.32247000000000003,,2228224,2025-08-11 14:21:45
105,RobotSimForPA/Global/R1_WeldingResistance,0,0.16617,,2228224,2025-08-11 14:21:46
106,RobotSimForPA/Global/R1_WeldingResistance,0,0.19246000000000002,,2228224,2025-08-11 14:21:47
107,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:48
108,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:49
109,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:50
110,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:51
111,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:52
112,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:53
113,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:54
114,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:55
115,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:56
116,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:57
117,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:58
118,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:21:59
119,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:00
120,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:01
121,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:02
122,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:03
123,RobotSimForPA/Global/R1_WeldingResistance,0,0.22984000000000002,,2228224,2025-08-11 14:22:04
124,RobotSimForPA/Global/R1_WeldingResistance,0,0.22984000000000002,,2228224,2025-08-11 14:22:05
125,RobotSimForPA/Global/R1_WeldingResistance,0,0.18452000000000002,,2228224,2025-08-11 14:22:06
126,RobotSimForPA/Global/R1_WeldingResistance,0,0.19296000000000002,,2228224,2025-08-11 14:22:07
127,RobotSimForPA/Global/R1_WeldingResistance,0,0.27368000000000003,,2228224,2025-08-11 14:22:08
128,RobotSimForPA/Global/R1_WeldingResistance,0,0.18271,,2228224,2025-08-11 14:22:09
129,RobotSimForPA/Global/R1_WeldingResistance,0,0.21000000000000002,,2228224,2025-08-11 14:22:10
130,RobotSimForPA/Global/R1_WeldingResistance,0,0.21000000000000002,,2228224,2025-08-11 14:22:11
131,RobotSimForPA/Global/R1_WeldingResistance,0,0.26441000000000003,,2228224,2025-08-11 14:22:12
132,RobotSimForPA/Global/R1_WeldingResistance,0,0.32925000000000004,,2228224,2025-08-11 14:22:13
133,RobotSimForPA/Global/R1_WeldingResistance,0,0.32511,,2228224,2025-08-11 14:22:14
134,RobotSimForPA/Global/R1_WeldingResistance,0,0.18006000000000003,,2228224,2025-08-11 14:22:15
135,RobotSimForPA/Global/R1_WeldingResistance,0,0.31552,,2228224,2025-08-11 14:22:16
136,RobotSimForPA/Global/R1_WeldingResistance,0,0.31552,,2228224,2025-08-11 14:22:17
137,RobotSimForPA/Global/R1_WeldingResistance,0,0.29369,,2228224,2025-08-11 14:22:18
138,RobotSimForPA/Global/R1_WeldingResistance,0,0.29501000000000005,,2228224,2025-08-11 14:22:19
139,RobotSimForPA/Global/R1_WeldingResistance,0,0.21347000000000002,,2228224,2025-08-11 14:22:20
140,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:21
141,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:22
142,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:23
143,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:24
144,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:25
145,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:26
146,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:27
147,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:28
148,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:29
149,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:30
150,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:31
151,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:32
152,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:33
153,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:34
154,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:35
155,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:36
156,RobotSimForPA/Global/R1_WeldingResistance,0,0.24804,,2228224,2025-08-11 14:22:37
157,RobotSimForPA/Global/R1_WeldingResistance,0,0.28625,,2228224,2025-08-11 14:22:38
158,RobotSimForPA/Global/R1_WeldingResistance,0,0.27086000000000005,,2228224,2025-08-11 14:22:39
159,RobotSimForPA/Global/R1_WeldingResistance,0,0.27086000000000005,,2228224,2025-08-11 14:22:40
160,RobotSimForPA/Global/R1_WeldingResistance,0,0.21132,,2228224,2025-08-11 14:22:41
161,RobotSimForPA/Global/R1_WeldingResistance,0,0.26574000000000003,,2228224,2025-08-11 14:22:42
162,RobotSimForPA/Global/R1_WeldingResistance,0,0.20106000000000002,,2228224,2025-08-11 14:22:43
163,RobotSimForPA/Global/R1_WeldingResistance,0,0.20917000000000002,,2228224,2025-08-11 14:22:44
164,RobotSimForPA/Global/R1_WeldingResistance,0,0.27748,,2228224,2025-08-11 14:22:45
165,RobotSimForPA/Global/R1_WeldingResistance,0,0.27748,,2228224,2025-08-11 14:22:46
166,RobotSimForPA/Global/R1_WeldingResistance,0,0.16782000000000002,,2228224,2025-08-11 14:22:47
167,RobotSimForPA/Global/R1_WeldingResistance,0,0.18883000000000003,,2228224,2025-08-11 14:22:48
168,RobotSimForPA/Global/R1_WeldingResistance,0,0.30957,,2228224,2025-08-11 14:22:49
169,RobotSimForPA/Global/R1_WeldingResistance,0,0.24605000000000002,,2228224,2025-08-11 14:22:50
170,RobotSimForPA/Global/R1_WeldingResistance,0,0.18800000000000003,,2228224,2025-08-11 14:22:51
171,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:52
172,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:53
173,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:54
174,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:55
175,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:56
176,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:57
177,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:58
178,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:22:59
179,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:00
180,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:01
181,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:02
182,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:03
183,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:04
184,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:05
185,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:06
186,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:07
187,RobotSimForPA/Global/R1_WeldingResistance,0,0.25151,,2228224,2025-08-11 14:23:08
188,RobotSimForPA/Global/R1_WeldingResistance,0,0.25151,,2228224,2025-08-11 14:23:09
189,RobotSimForPA/Global/R1_WeldingResistance,0,0.25565000000000004,,2228224,2025-08-11 14:23:10
190,RobotSimForPA/Global/R1_WeldingResistance,0,0.27798,,2228224,2025-08-11 14:23:11
191,RobotSimForPA/Global/R1_WeldingResistance,0,0.30510000000000004,,2228224,2025-08-11 14:23:12
192,RobotSimForPA/Global/R1_WeldingResistance,0,0.30163,,2228224,2025-08-11 14:23:13
193,RobotSimForPA/Global/R1_WeldingResistance,0,0.23861000000000002,,2228224,2025-08-11 14:23:14
194,RobotSimForPA/Global/R1_WeldingResistance,0,0.23861000000000002,,2228224,2025-08-11 14:23:15
195,RobotSimForPA/Global/R1_WeldingResistance,0,0.31751,,2228224,2025-08-11 14:23:16
196,RobotSimForPA/Global/R1_WeldingResistance,0,0.21148000000000003,,2228224,2025-08-11 14:23:17
197,RobotSimForPA/Global/R1_WeldingResistance,0,0.26276000000000005,,2228224,2025-08-11 14:23:18
198,RobotSimForPA/Global/R1_WeldingResistance,0,0.23613,,2228224,2025-08-11 14:23:19
199,RobotSimForPA/Global/R1_WeldingResistance,0,0.25697000000000003,,2228224,2025-08-11 14:23:20
200,RobotSimForPA/Global/R1_WeldingResistance,0,0.25697000000000003,,2228224,2025-08-11 14:23:21
201,RobotSimForPA/Global/R1_WeldingResistance,0,0.30676000000000003,,2228224,2025-08-11 14:23:22
202,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:23
203,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:24
204,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:25
205,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:26
206,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:27
207,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:28
208,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:29
209,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:30
210,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:31
211,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:32
212,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:33
213,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:34
214,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:35
215,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:36
216,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:37
217,RobotSimForPA/Global/R1_WeldingResistance,0,0.1698,,2228224,2025-08-11 14:23:38
218,RobotSimForPA/Global/R1_WeldingResistance,0,0.20967000000000002,,2228224,2025-08-11 14:23:39
219,RobotSimForPA/Global/R1_WeldingResistance,0,0.28939000000000004,,2228224,2025-08-11 14:23:40
220,RobotSimForPA/Global/R1_WeldingResistance,0,0.27814,,2228224,2025-08-11 14:23:41
221,RobotSimForPA/Global/R1_WeldingResistance,0,0.25730000000000003,,2228224,2025-08-11 14:23:42
222,RobotSimForPA/Global/R1_WeldingResistance,0,0.20173000000000002,,2228224,2025-08-11 14:23:43
223,RobotSimForPA/Global/R1_WeldingResistance,0,0.20173000000000002,,2228224,2025-08-11 14:23:44
224,RobotSimForPA/Global/R1_WeldingResistance,0,0.22885000000000003,,2228224,2025-08-11 14:23:45
225,RobotSimForPA/Global/R1_WeldingResistance,0,0.30626000000000003,,2228224,2025-08-11 14:23:46
226,RobotSimForPA/Global/R1_WeldingResistance,0,0.26706,,2228224,2025-08-11 14:23:47
227,RobotSimForPA/Global/R1_WeldingResistance,0,0.22538000000000002,,2228224,2025-08-11 14:23:48
228,RobotSimForPA/Global/R1_WeldingResistance,0,0.28674000000000005,,2228224,2025-08-11 14:23:49
229,RobotSimForPA/Global/R1_WeldingResistance,0,0.28674000000000005,,2228224,2025-08-11 14:23:50
230,RobotSimForPA/Global/R1_WeldingResistance,0,0.31536000000000003,,2228224,2025-08-11 14:23:51
231,RobotSimForPA/Global/R1_WeldingResistance,0,0.20470000000000002,,2228224,2025-08-11 14:23:52
232,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:53
233,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:54
234,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:55
235,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:56
236,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:57
237,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:58
238,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:23:59
239,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:00
240,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:01
241,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:02
242,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:03
243,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:04
244,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:05
245,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:06
246,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:07
247,RobotSimForPA/Global/R1_WeldingResistance,0,0.26061,,2228224,2025-08-11 14:24:08
248,RobotSimForPA/Global/R1_WeldingResistance,0,0.20007000000000003,,2228224,2025-08-11 14:24:09
249,RobotSimForPA/Global/R1_WeldingResistance,0,0.29303,,2228224,2025-08-11 14:24:10
250,RobotSimForPA/Global/R1_WeldingResistance,0,0.31784,,2228224,2025-08-11 14:24:11
251,RobotSimForPA/Global/R1_WeldingResistance,0,0.30891,,2228224,2025-08-11 14:24:12
252,RobotSimForPA/Global/R1_WeldingResistance,0,0.30494000000000004,,2228224,2025-08-11 14:24:13
253,RobotSimForPA/Global/R1_WeldingResistance,0,0.30494000000000004,,2228224,2025-08-11 14:24:14
254,RobotSimForPA/Global/R1_WeldingResistance,0,0.20338,,2228224,2025-08-11 14:24:15
255,RobotSimForPA/Global/R1_WeldingResistance,0,0.22472000000000003,,2228224,2025-08-11 14:24:16
256,RobotSimForPA/Global/R1_WeldingResistance,0,0.25680000000000003,,2228224,2025-08-11 14:24:17
257,RobotSimForPA/Global/R1_WeldingResistance,0,0.18849000000000002,,2228224,2025-08-11 14:24:18
258,RobotSimForPA/Global/R1_WeldingResistance,0,0.18849000000000002,,2228224,2025-08-11 14:24:19
259,RobotSimForPA/Global/R1_WeldingResistance,0,0.22009,,2228224,2025-08-11 14:24:20
260,RobotSimForPA/Global/R1_WeldingResistance,0,0.23348000000000002,,2228224,2025-08-11 14:24:21
261,RobotSimForPA/Global/R1_WeldingResistance,0,0.16881000000000002,,2228224,2025-08-11 14:24:22
262,RobotSimForPA/Global/R1_WeldingResistance,0,0.28029000000000004,,2228224,2025-08-11 14:24:23
263,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:24
264,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:25
265,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:26
266,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:27
267,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:28
268,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:29
269,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:30
270,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:31
271,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:32
272,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:33
273,RobotSimForPA/Global/R1_WeldingResistance,0,0.0,,2228224,2025-08-11 14:24:34
